name,slug,type,description,address,city,state,county,zip_code,phone,email,website,age_range_min,age_range_max,age_min_months,age_max_months,capacity,license_number,is_verified_by_gov,source,ages_served_raw,lat,lng
FANTASTIC GYMNASTICS CAMP 92Y,fantastic-gymnastics-camp-92y-new-york-4343,camp,,1395 LEXINGTON AVENUE,New York,NY,Manhattan,10128,+12124155717,,www.92ny.org/fantastic,0,16,,192,100,34343,True,NYC_DOHMH,0 YEARS - 16 YEARS,,
"UTOPIA CHILDREN'S  CENTER, INC.",utopia-children-s-center-inc-new-york-1594,school,,236 WEST 129 STREET,New York,NY,Manhattan,10027,+12126637375,,,2,5,24.0,60,60,1594,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
CHINATOWN YMCA @ HOUSTON STREET,chinatown-ymca-houston-street-new-york-4050,camp,,273 BOWERY,New York,NY,Manhattan,10002,+12129122466,,www.ymcanyc.org/chinatown,0,16,,192,61,34050,True,NYC_DOHMH,0 YEARS - 16 YEARS,,
"RENA DAY CARE CENTERS, INC.",rena-day-care-centers-inc-new-york-4322,school,,639 EDGECOMBE AVENUE,New York,NY,Manhattan,10032,+12127953700,,,2,5,24.0,60,184,4322,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"BELLEVUE DAY CARE CENTER, INC.",bellevue-day-care-center-inc-new-york-7557,daycare,,462 FIRST AVENUE,New York,NY,Manhattan,10016,+12126792393,,www.bellevue-educare.org,0,2,,24,18,7557,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
SUNSHINE LC OF 3RD AVE LLC,sunshine-lc-of-3rd-ave-llc-new-york-1439,school,,2205 THIRD AVENUE,New York,NY,Manhattan,10035,+16467573168,,www.sunshinenewyork.com,2,5,24.0,60,106,91439,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
MANHATTAN SCHOOLHOUSE LLC,manhattan-schoolhouse-llc-new-york-5316,school,,507 West 28 Street,New York,NY,Manhattan,10001,+16467899902,,,2,5,24.0,60,35,105316,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
Eisman Day Nursery,eisman-day-nursery-new-york-7907,school,,1794 FIRST AVENUE,New York,NY,Manhattan,10128,+12128769200,,www.scanny.org,2,5,24.0,60,60,7907,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"THE HOUSE OF LITTLE PEOPLE, INC.",the-house-of-little-people-inc-new-york-4368,school,,122 EAST 91 STREET,New York,NY,Manhattan,10128,+12123692740,,www.thehouseoflittlepeople.com,2,5,24.0,60,20,4368,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
WEILL CORNELL CHILDREN'S CENTER AT EAST 62ND,weill-cornell-children-s-center-at-east-62nd-new-york-4175,daycare,,315 East  62  Street,New York,NY,Manhattan,10065,+16465822966,,www.brighthorizons.com/weillcornell,0,2,,24,18,104175,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
"BRIGHT HORIZONS CHILDREN'S CENTERS, LLC",bright-horizons-children-s-centers-llc-new-york-1197,daycare,,409 EAST 60TH STREET,New York,NY,Manhattan,10022,+12127504534,,wwwbrighthorizons.com/weillcor,0,2,,24,36,51197,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
POLO GROUNDS CORNER STONE,polo-grounds-corner-stone-new-york-3703,camp,,3005 8 AVENUE,New York,NY,Manhattan,10039,+16467010145,,palnyc.org,0,16,,192,200,103703,True,NYC_DOHMH,0 YEARS - 16 YEARS,,
DIKI HARMONY PLAY HOUSE,diki-harmony-play-house-new-york-5276,school,,888 LEXINGTON AVENUE,New York,NY,Manhattan,10065,+19173883827,,,2,5,24.0,60,29,105276,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
THE STUDIO SCHOOL,the-studio-school-new-york-7835,school,,117 WEST 95TH STREET,New York,NY,Manhattan,10025,+12126782416,,www.studioschoolnyc.org,2,5,24.0,60,51,7835,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
THE WEST SIDE MONTESSORI SCHOOL,the-west-side-montessori-school-new-york-4319,school,,309 WEST 92 STREET,New York,NY,Manhattan,10025,+12126628000,,www.wsmsnyc.org,2,5,24.0,60,180,4319,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
NEW YORK KIDS CLUB,new-york-kids-club-new-york-5271,school,,401 EAST   55 STREET,New York,NY,Manhattan,10022,+19173638153,,,2,5,24.0,60,45,105271,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
GODDARD RIVERSIDE COMMUNITY CENTER,goddard-riverside-community-center-new-york-4379,school,,243 WEST   64 STREET,New York,NY,Manhattan,10023,+12127129306,,www.goddard.org,2,5,24.0,60,57,104379,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
KIDDIE ACADEMY OF TRIBECA,kiddie-academy-of-tribeca-new-york-5044,daycare,,72 Reade Street,New York,NY,Manhattan,10007,+16469731964,,Kiddieacademy.com/academies/tribeca,0,2,,24,36,105044,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
"THE S. A. M. ADVISORY COUNCIL, INC.",the-s-a-m-advisory-council-inc-new-york-8379,school,,1274 SECOND AVENUE,New York,NY,Manhattan,10065,+12122496391,,www.sephardicacademy.org,2,5,24.0,60,78,8379,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
BRIGHT BEGINNINGS NYC LLC,bright-beginnings-nyc-llc-new-york-5478,school,,80 BEEKMAN STREET,New York,NY,Manhattan,10038,+12122331030,,www.brightbeginningsnyc.com,2,5,24.0,60,25,55478,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
ST. PAUL SCHOOL,st-paul-school-new-york-1429,school,,114 EAST 118 STREET,New York,NY,Manhattan,10035,+12125340619,,www.archny.org/education,3,5,36.0,60,30,DC1429,True,NYC_DOHMH,3 YEARS - 5 YEARS,,
BRIGHT HORIZONS CHILDREN'S CENTERS  LLC,bright-horizons-children-s-centers-llc-new-york-7977,daycare,,20 PINE STREET,New York,NY,Manhattan,10005,+12125091580,,www.brighthorizons.com,0,2,,24,79,7977,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
"CHILDREN'S CENTER OF JOHN JAY COLLEGE OF CRIMINAL JUSTICE, INC",children-s-center-of-john-jay-college-of-criminal-justice-inc-new-york-7619,school,,860 11TH AVENUE,New York,NY,Manhattan,10019,+12123936438,,www.jjay.cinu.edu/childrenscen,2,5,24.0,60,26,47619,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
BRIGHT HORIZONS CHILDREN'S CENTERS LLC,bright-horizons-children-s-centers-llc-new-york-4126,daycare,,745 7TH AVENUE,New York,NY,Manhattan,10019,+12125261724,,www.brighthorizons.com/barclay,0,2,,24,16,104126,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
SCHOOL IN THE SQUARE,school-in-the-square-new-york-1167,school,,108 COOPER STREET,New York,NY,Manhattan,10034,+17187099003,,https://www.schoolinthesquare.org/,3,5,36.0,60,0,DC41167,True,NYC_DOHMH,3 YEARS - 5 YEARS,,
THE LEARNING EXPERIENCE,the-learning-experience-new-york-5294,school,,814 AMSTERDAM AVENUE,New York,NY,Manhattan,10025,+12123160928,,THELEARNINGEXPERIENCE.COM,2,5,24.0,60,128,105294,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"ROOSEVELT ISLAND DAY NURSERY, INC.",roosevelt-island-day-nursery-inc-new-york-8324,daycare,,405 MAIN STREET,New York,NY,Manhattan,10044,+12127505274,,www.ridn.org,0,2,,24,18,8324,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
"VILLAGE INFANT CENTER, INC.",village-infant-center-inc-new-york-7733,school,,134-136 WEST 10TH STREET,New York,NY,Manhattan,10014,+12126451238,,www.villagepreschoolcenter.com,2,5,24.0,60,83,7733,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
KENNEDY CHILDREN'S CENTER,kennedy-children-s-center-new-york-4577,school,,2212 THIRD AVENUE,New York,NY,Manhattan,10035,+12129889500,,www.kenchild.org,2,5,24.0,60,177,94577,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
EMMA BOWEN THERAPEUTIC PRESCHOOL,emma-bowen-therapeutic-preschool-new-york-6074,school,,1727 AMSTERDAM AVENUE,New York,NY,Manhattan,10031,+12126949200,,,2,5,24.0,60,36,6074,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
EMMA BOWEN THERAPEUTIC PRESCHOOL,emma-bowen-therapeutic-preschool-new-york-6074,school,,1727 AMSTERDAM AVENUE,New York,NY,Manhattan,10031,+12126949200,,,2,5,24.0,60,36,6074,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
STAR  AMERICA  M  INC.,star-america-m-inc-new-york-7431,school,,780 8TH AVENUE,New York,NY,Manhattan,10036,+12122624896,,www.staramericapreschool.com,2,5,24.0,60,60,7431,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"Friends of the German International School of New York, Inc.",friends-of-the-german-international-school-of-new-york-inc-new-york-9017,school,,244 WEST 14TH STREET,New York,NY,Manhattan,10011,+12122061137,,www.pusteblumenyc.org,2,5,24.0,60,89,19017,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
BRIGHT HORIZONS AT ESSEX CROSSINGS,bright-horizons-at-essex-crossings-new-york-5778,school,,151 CLINTON STREET,New York,NY,Manhattan,10002,+19177369242,,,2,5,24.0,60,35,105778,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"BRIGHT HORIZONS CHILDREN'S CENTERS, LLC",bright-horizons-children-s-centers-llc-new-york-2097,school,,258 WEST 26TH STREET,New York,NY,Manhattan,10001,+12123664365,,www.brighthorizons.com/chelsea,2,5,24.0,60,37,102097,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
GUIDEPOST MONTESSORI AT COLUMBUS SQUARE,guidepost-montessori-at-columbus-square-new-york-5788,daycare,,775 COLUMBUS AVE,New York,NY,Manhattan,10025,+15513331337,,https://polis.school,0,2,,24,18,105788,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
"BRIGHT HORIZONS CHILDREN'S CENTERS, INC.",bright-horizons-children-s-centers-inc-new-york-7680,daycare,,61 HAVEN AVE.,New York,NY,Manhattan,10032,+12129272723,,www.brighthorizons.com,0,2,,24,28,7680,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
OUR LADY QUEEN OF MARTYRS SCHOOL,our-lady-queen-of-martyrs-school-new-york-1415,school,,71-91 ARDEN STREET,New York,NY,Manhattan,10040,+12125673190,,www.archny.org/education,3,5,36.0,60,0,DC1415,True,NYC_DOHMH,3 YEARS - 5 YEARS,,
DWIGHT SUMMER DAY CAMP,dwight-summer-day-camp-new-york-6017,camp,,18 WEST 89TH STREET,New York,NY,Manhattan,10024,+12127246360,,www.dwightsummercamp.org,0,16,,192,133,46017,True,NYC_DOHMH,0 YEARS - 16 YEARS,,
ST. BARTHOLOMEW COMMUNITY PRE-SCHOOL FOUNDATION,st-bartholomew-community-pre-school-foundation-new-york-4366,school,,109 EAST 50 STREET,New York,NY,Manhattan,10022,+12123780238,,www.stbarts.org/preschool,2,5,24.0,60,80,4366,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
LITTLE RED SCHOOL HOUSE & ELIZABETH IRWIN HIGH SCHOOL,little-red-school-house-elizabeth-irwin-high-school-new-york-2425,school,,272 6 AVENUE,New York,NY,Manhattan,10014,+12124775316,,www.lrei.org,3,5,36.0,60,85,DC2425,True,NYC_DOHMH,3 YEARS - 5 YEARS,,
"PURPLE CIRCLE DAY CARE CENTER, INC.",purple-circle-day-care-center-inc-new-york-5319,school,,2697 Broadway,New York,NY,Manhattan,10025,+12128669193,,www.purple-circle.org,2,5,24.0,60,51,105319,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"KINDERCARE EDUCATION AT WORK, LLC.",kindercare-education-at-work-llc-new-york-1920,school,,90 PARK AVENUE,New York,NY,Manhattan,10016,+12126611021,,www.kindercare.com,2,5,24.0,60,33,11920,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
ABC SUMMER RECREATION PROGRAM,abc-summer-recreation-program-new-york-3906,camp,,1841 PARK AVENUE,New York,NY,Manhattan,10035,+16464596175,,www.a-b-c.org,0,16,,192,98,33906,True,NYC_DOHMH,0 YEARS - 16 YEARS,,
"URBAN CONCEPTS OF NY ROUND THE CLOCK NURSERY, INC.",urban-concepts-of-ny-round-the-clock-nursery-inc-new-york-3277,school,,300 WEST 145TH STREET,New York,NY,Manhattan,10039,+12128622273,,www.roundtheclocknursery.org,2,5,24.0,60,58,63277,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
THE WILLIAM WOODWARD JR. NURSERY SCHOOL,the-william-woodward-jr-nursery-school-new-york-3957,school,,435 EAST 70TH STREET,New York,NY,Manhattan,10021,+12127446611,,www.williamwoodwardns.org,2,5,24.0,60,45,53957,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
New York French American Charter School,new-york-french-american-charter-school-new-york-5609,school,,311 WEST 120 STREET,New York,NY,Manhattan,10027,+12126664134,,,3,5,36.0,60,0,DC35609,True,NYC_DOHMH,3 YEARS - 5 YEARS,,
EAST HARLEM COUNCIL FOR HUMAN SERVICES INC.,east-harlem-council-for-human-services-inc-new-york-6385,school,,30 EAST 111 STREET,New York,NY,Manhattan,10029,+12128607201,,,2,5,24.0,60,87,6385,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
OUR LADY QUEEN OF ANGELS PRESCHOOL,our-lady-queen-of-angels-preschool-new-york-1414,school,,232 EAST 113 STREET,New York,NY,Manhattan,10029,+12127229277,,www.archny.org/education,3,5,36.0,60,21,DC1414,True,NYC_DOHMH,3 YEARS - 5 YEARS,,
THE LEARNING EXPERIENCE,the-learning-experience-new-york-5291,daycare,,814 AMSTERDAM AVENUE,New York,NY,Manhattan,10025,+12123160890,,thelearningexperience.com,0,2,,24,18,105291,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
THE MONTESSORI SCHOOL OF NEW YORK,the-montessori-school-of-new-york-new-york-5158,school,,347 EAST 55TH STREET,New York,NY,Manhattan,10022,+12122234630,,,2,5,24.0,60,40,5158,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
THE CHILDREN'S AID SOCIETY,the-children-s-aid-society-new-york-6441,school,,2672 FREDERICK DOUGLAS BLVD,New York,NY,Manhattan,10030,+12122819555,,www.childrensaidsociety.org,2,5,24.0,60,87,6441,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
Arc En Ciel,arc-en-ciel-new-york-6337,school,,1656 3RD AVENUE,New York,NY,Manhattan,10128,+12124100180,,www.arcencielny.com,2,5,24.0,60,30,76337,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"IMAGINE EARLY LEARNING CENTER, LLC",imagine-early-learning-center-llc-new-york-5996,school,,423 EAST 23 STREET,New York,NY,Manhattan,10010,+12129513435,,www.imagineelc.com,2,5,24.0,60,30,5996,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
HARLEM VILLAGE ACADEMY EAST CHARTER SCHOOL,harlem-village-academy-east-charter-school-new-york-0140,school,,2351 1 AVENUE,New York,NY,Manhattan,10035,+16468129600,,,3,5,36.0,60,0,DC40140,True,NYC_DOHMH,3 YEARS - 5 YEARS,,
METROKIDS CRADLE ( SOUTH END)  INC,metrokids-cradle-south-end-inc-new-york-4695,daycare,,2 South End Avenue,New York,NY,Manhattan,10280,+12127861688,,www.metrokidscradle.com,0,2,,24,35,104695,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
METROKIDS CRADLE ( SOUTH END) INC,metrokids-cradle-south-end-inc-new-york-4693,daycare,,44 Market  Street,New York,NY,Manhattan,10002,+12123469868,,www.metrokidscradle.com,0,2,,24,27,104693,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
"GRAND STREET SETTLEMENT, INC.",grand-street-settlement-inc-new-york-2129,school,,294 DELANCEY STREET,New York,NY,Manhattan,10002,+12127770656,,wwwgrandsettlement.org,2,5,24.0,60,77,2129,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
VIVVI 2 LLC,vivvi-2-llc-new-york-5232,daycare,,100 Church Street,New York,NY,Manhattan,10007,+12126020829,,www.vivvi.com,0,2,,24,50,105232,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
RIVER SCHOOL WESTSIDE,river-school-westside-new-york-3834,daycare,,75 WEST END AVE,New York,NY,Manhattan,10023,+12127078300,,www.brighthorizons.com,0,2,,24,40,103834,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
"BEGINNINGS NURSERY SCHOOL, INC.",beginnings-nursery-school-inc-new-york-9240,school,,130 EAST 16TH STREET,New York,NY,Manhattan,10003,+12122285679,,www.beginningsnursery.org,2,5,24.0,60,74,9240,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
ALL MY CHILDREN DAY CARE & NURSERY SCHOOL,all-my-children-day-care-nursery-school-new-york-6817,daycare,,110 RIDGE STREET,New York,NY,Manhattan,10002,+12124666262,,www.allmychildrendaycare.com,0,2,,24,37,76817,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
ST. BARTHOLOMEW COMMUNITY PRE-SCHOOL FOUNDATION,st-bartholomew-community-pre-school-foundation-new-york-4366,school,,109 EAST 50 STREET,New York,NY,Manhattan,10022,+12123780238,,www.stbarts.org/preschool,2,5,24.0,60,80,4366,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
THE SHUANG WEN ACADEMY NETWORK (SWAN),the-shuang-wen-academy-network-swan-new-york-3939,school,,90-92 Bowery  Street,New York,NY,Manhattan,10013,+16469985786,,www.swan-nyc.org,2,5,24.0,60,47,103939,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
THE SHUANG WEN ACADEMY NETWORK (SWAN),the-shuang-wen-academy-network-swan-new-york-3939,school,,90-92 Bowery  Street,New York,NY,Manhattan,10013,+16469985786,,www.swan-nyc.org,2,5,24.0,60,47,103939,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
METROKIDS CRADLE (SOUTH END) INC,metrokids-cradle-south-end-inc-new-york-4692,school,,44 Market  Street,New York,NY,Manhattan,10002,+12123469868,,www.metrokidscradle.com,2,5,24.0,60,110,104692,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
METROKIDS CRADLE ( SOUTH END)  INC,metrokids-cradle-south-end-inc-new-york-4695,daycare,,2 South End Avenue,New York,NY,Manhattan,10280,+12127861688,,www.metrokidscradle.com,0,2,,24,35,104695,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
RESURRECTION EPISCOPAL DAY SCHOOL,resurrection-episcopal-day-school-new-york-5839,school,,119 EAST 74 STREET,New York,NY,Manhattan,10021,+12125359666,,www.redsny.org,2,5,24.0,60,100,5839,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
OUR LADY QUEEN OF MARTYRS SCHOOL,our-lady-queen-of-martyrs-school-new-york-1415,school,,71-91 ARDEN STREET,New York,NY,Manhattan,10040,+12125673190,,www.archny.org/education,3,5,36.0,60,0,DC1415,True,NYC_DOHMH,3 YEARS - 5 YEARS,,
ADDIE MAE COLLINS COMMUNITY SERVICES INC.,addie-mae-collins-community-services-inc-new-york-4778,school,,2322 THIRD AVE,New York,NY,Manhattan,10035,+12128313144,,www.addiemaecollins.org,2,5,24.0,60,155,24778,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
NASRY MICHELEN DAY CARE CENTER INC.,nasry-michelen-day-care-center-inc-new-york-4372,school,,415 WEST 150  Street,New York,NY,Manhattan,10031,+19172616623,,,2,5,24.0,60,72,104372,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
BRIGHT HORIZONS AT EAST VILLAGE,bright-horizons-at-east-village-new-york-5144,school,,526 E 14TH ST,New York,NY,Manhattan,10009,+13322558506,,www.brighthorizons.com,2,5,24.0,60,54,105144,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
BRIGHT HORIZONS CHILDREN'S CENTER,bright-horizons-children-s-center-new-york-7648,school,,888 MAIN STREET,New York,NY,Manhattan,10044,+12127505301,,www.brighthorizons.com/octagon,2,5,24.0,60,32,7648,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
NY KIDS CLUB,ny-kids-club-new-york-5006,camp,,345 E 94TH ST,New York,NY,Manhattan,10128,+19179248288,,,0,16,,192,50,105006,True,NYC_DOHMH,0 YEARS - 16 YEARS,,
"VIVVI 1, LLC",vivvi-1-llc-new-york-4926,daycare,,75 VARICK STREET,New York,NY,Manhattan,10013,+12125197660,,,0,2,,24,54,104926,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
"CHINATOWN  DAY CARE CENTER, INC.",chinatown-day-care-center-inc-new-york-4914,school,,35-37 1/2 DIVISION STREET,New York,NY,Manhattan,10002,+12124313845,,,2,5,24.0,60,160,4914,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
GODDARD RIVERSIDE COMMUNITY CENTER,goddard-riverside-community-center-new-york-2061,school,,114 WEST 91 STREET,New York,NY,Manhattan,10024,+12128736865,,www.goddard.org,2,5,24.0,60,93,2061,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
TREVOR DAY SCHOOL,trevor-day-school-new-york-9362,school,,1 WEST   88 STREET,New York,NY,Manhattan,10024,+12124263305,,,3,5,36.0,60,0,DC39362,True,NYC_DOHMH,3 YEARS - 5 YEARS,,
"CITIZEN'S CARE DAY CARE CENTER, INC.",citizen-s-care-day-care-center-inc-new-york-4831,school,,3240 BROADWAY,New York,NY,Manhattan,10027,+12126900742,,,2,5,24.0,60,119,4831,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"BELLEVUE DAY CARE CENTER, INC.",bellevue-day-care-center-inc-new-york-7557,daycare,,462 FIRST AVENUE,New York,NY,Manhattan,10016,+12126792393,,www.bellevue-educare.org,0,2,,24,18,7557,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
MANHATTAN JEWISH STUDENT CENTER INC.,manhattan-jewish-student-center-inc-new-york-5925,school,,236-238 West  23 Street,New York,NY,Manhattan,10011,+19177539929,,,2,5,24.0,60,50,105925,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
ST. HILDA'S,st-hilda-s-new-york-2572,school,,619 WEST 114 STREET,New York,NY,Manhattan,10025,+12129321980,,www.sthildas.org,3,5,36.0,60,382,DC2572,True,NYC_DOHMH,3 YEARS - 5 YEARS,,
WEST SIDE MONTESSORI SCHOOL,west-side-montessori-school-new-york-4589,school,,302 West 91 Street,New York,NY,Manhattan,10024,+12126628000,,www.wsmsnyc.org,2,5,24.0,60,34,104589,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
GYMBOREE PLAY & MUSIC UES,gymboree-play-music-ues-new-york-3674,camp,,1622 1 AVENUE,New York,NY,Manhattan,10028,+12124529814,,gymboreeclasses.com,0,16,,192,60,103674,True,NYC_DOHMH,0 YEARS - 16 YEARS,,
THE JUILLIARD SCHOOL SUMMER DANCE INTENSIVE,the-juilliard-school-summer-dance-intensive-new-york-3938,camp,,60 Lincoln Center Plaza,New York,NY,Manhattan,10023,+12127995000,,www.julliard.edu,0,16,,192,167,33938,True,NYC_DOHMH,0 YEARS - 16 YEARS,,
LA MATERNELLE LLC,la-maternelle-llc-new-york-5238,daycare,,80 Riverside  Boulevard,New York,NY,Manhattan,10069,+12129571234,,www.lamaternellenyc.com,0,2,,24,35,105238,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
THE HUDSON GUILD,the-hudson-guild-new-york-6089,school,,459 WEST 26 STREET,New York,NY,Manhattan,10001,+12127609830,,www.hudsonguild.org,2,5,24.0,60,144,6089,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
THE HUDSON GUILD,the-hudson-guild-new-york-6089,school,,459 WEST 26 STREET,New York,NY,Manhattan,10001,+12127609830,,www.hudsonguild.org,2,5,24.0,60,144,6089,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
BRIGHT MINDS CENTER,bright-minds-center-new-york-3397,school,,90 MAIDEN LANE,New York,NY,Manhattan,10038,+12123796640,,www.brightmindsnyc.com,2,5,24.0,60,60,53397,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"WEE ONES CLUB, LLC",wee-ones-club-llc-new-york-6757,school,,128 EAST 36 STREET,New York,NY,Manhattan,10016,+12127793434,,www.weeonesclub.com,2,5,24.0,60,30,56757,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
Arc En Ciel,arc-en-ciel-new-york-6337,school,,1656 3RD AVENUE,New York,NY,Manhattan,10128,+12124100180,,www.arcencielny.com,2,5,24.0,60,30,76337,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
"LUTHERAN SOCIAL SERVICES OF METROPOLITAN NEW YORK, INC",lutheran-social-services-of-metropolitan-new-york-inc-new-york-6441,school,,510-516 WEST 145TH STREET,New York,NY,Manhattan,10031,+16464490814,,www.lssny.org,2,5,24.0,60,204,26441,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
YESHIVATH RABBI SAMSON RAPHAEL HIRSCH,yeshivath-rabbi-samson-raphael-hirsch-new-york-2633,school,,85-93 BENNETT AVENUE,New York,NY,Manhattan,10033,+12125686200,,,3,5,36.0,60,0,DC32633,True,NYC_DOHMH,3 YEARS - 5 YEARS,,
"HAMILTON MADISON HOUSE, INC.",hamilton-madison-house-inc-new-york-1709,school,,60 CATHERINE STREET,New York,NY,Manhattan,10038,+12129623408,,hmhonline.com,2,5,24.0,60,60,1709,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
HENRY STREET SETTLEMENT,henry-street-settlement-new-york-2283,school,,301 HENRY STREET,New York,NY,Manhattan,10002,+12122543100,,www.henrystreet.org,2,5,24.0,60,111,2283,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
CONGREGATION HABONIM INC.,congregation-habonim-inc-new-york-0602,school,,101 WEST END AVENUE,New York,NY,Manhattan,10069,+12127875347,,WWW.HABONIM.NET/Early-Childhood,2,5,24.0,60,60,80602,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
PS OF THE ARTS,ps-of-the-arts-new-york-4710,school,,207-211 Thompson  Street,New York,NY,Manhattan,10012,+12122019212,,,2,5,24.0,60,55,104710,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
COLUMBIA GREENHOUSE NURSERY SCHOOL,columbia-greenhouse-nursery-school-new-york-1484,school,,424 WEST 116 STREET,New York,NY,Manhattan,10027,+12126664796,,,2,5,24.0,60,30,1484,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
THE BROWNING PRESCHOOL,the-browning-preschool-new-york-1599,school,,52 EAST 62 STREET,New York,NY,Manhattan,10065,+12128386280,,,3,5,36.0,60,36,DC1599,True,NYC_DOHMH,3 YEARS - 5 YEARS,,
LA MATERNELLE LLC,la-maternelle-llc-new-york-5238,daycare,,80 Riverside  Boulevard,New York,NY,Manhattan,10069,+12129571234,,www.lamaternellenyc.com,0,2,,24,35,105238,True,NYC_DOHMH,0 YEARS - 2 YEARS,,
ECOLE INTERNATIONAL PRESCHOOL,ecole-international-preschool-new-york-3838,school,,206 5 AVENUE,New York,NY,Manhattan,10010,+16467661835,,,3,5,36.0,60,0,DC33838,True,NYC_DOHMH,3 YEARS - 5 YEARS,,
HARLEM VILLAGE ACADEMY EAST CHARTER SCHOOL,harlem-village-academy-east-charter-school-new-york-0140,school,,2351 1 AVENUE,New York,NY,Manhattan,10035,+16468129600,,,3,5,36.0,60,0,DC40140,True,NYC_DOHMH,3 YEARS - 5 YEARS,,
MSH 1456 LLC,msh-1456-llc-new-york-4309,school,,1456 FIRST AVENUE,New York,NY,Manhattan,10021,+12128793495,,MANHATTANSCHOOLHOUSE.COM,2,5,24.0,60,26,104309,True,NYC_DOHMH,2 YEARS - 5 YEARS,,
