centername,legalname,building,street,borough,zipcode,phone,permitnumber,permitexp,status,agerange,maximumcapacity,dc_id,programtype,facilitytype,childcaretype,bin,url,datepermitted,actual,violationratepercent,violationavgratepercent,totaleducationalworkers,averagetotaleducationalworkers,publichealthhazardviolationrate,averagepublichealthhazardiolationrate,criticalviolationrate,avgcriticalviolationrate,inspectiondate,regulationsummary,violationstatus,inspectionsummaryresult,violationcategory,healthcodesubsection
MSH 1456 LLC,MSH 1456 LLC,1456,FIRST AVENUE,MANHATTAN,10021,212-879-3495,104309,2023-12-07T00:00:00.000,Permitted,2 YEARS - 5 YEARS,26,DC35390,PRESCHOOL,GDC,Child Care - Pre School,1081245,MANHATTANSCHOOLHOUSE.COM,2017-12-07T15:28:03.000,Y,0,21.905,6,11.9769,0,6.1285,0,18.9541,2021-10-12T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
"HAMILTON MADISON HOUSE, INC.","HAMILTON MADISON HOUSE, INC.",60,CATHERINE STREET,MANHATTAN,10038,212-962-3408,1709,2025-04-04T00:00:00.000,Permitted,2 YEARS - 5 YEARS,60,DC1280,PRESCHOOL,GDC,Child Care - Pre School,1077421,hmhonline.com,2002-12-23T00:00:00.000,N,0,21.905,6,11.9769,0,6.1285,0,18.9541,2022-12-06T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
"THE EDUCATIONAL ALLIANCE, INC.","THE EDUCATIONAL ALLIANCE, INC.",197,EAST BROADWAY,MANHATTAN,10002,646-395-4233,3002,2024-07-15T00:00:00.000,Permitted,2 YEARS - 5 YEARS,280,DC15116,PRESCHOOL,GDC,Child Care - Pre School,1003704,www.edalliance.org,2004-07-15T00:00:00.000,N,0,21.905,32,11.9769,0,6.1285,0,18.9541,2022-10-19T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
LEARNING AND FUN LLC,LEARNING AND FUN LLC,215,EAST 6 STREET,MANHATTAN,10003,212-505-3695,103785,2024-08-31T00:00:00.000,Permitted,,28,DC33788,PRESCHOOL,GDC,Child Care - Pre School,1006643,www.learningandfundaycare.com,2016-08-31T12:33:03.000,Y,28.5714,21.905,6,11.9769,14.2857,6.1285,28.5714,18.9541,2023-03-08T00:00:00.000,Enrolled children 6 months to 59 months have Not received FDA approved annual influenza immunization by December 31 of the year,CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,CRITICAL,47.25(a)(2)(B)
SOCIETY OF THIRD STREET MUSIC SCHOOL SETTLEMENT,SOCIETY OF THIRD STREET MUSIC SCHOOL SETTLEMENT,235,EAST 11 STREET,MANHATTAN,10003,212-777-3240,5050,2022-08-29T00:00:00.000,Expired-In Renewal,2 YEARS - 5 YEARS,67,DC2424,PRESCHOOL,GDC,Child Care - Pre School,1006849,www.thirdstreetmusicschool.org,2004-02-11T00:00:00.000,N,0,21.905,12,11.9769,0,6.1285,0,18.9541,2021-05-19T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
"Morningside PlayCare, Inc","Morningside PlayCare, Inc",667,COLUMBUS AVENUE,MANHATTAN,10025,917-587-5628,105639,2024-05-19T00:00:00.000,Permitted,2 YEARS - 5 YEARS,30,DC40142,PRESCHOOL,GDC,Child Care - Pre School,1031627,,2022-05-19T10:37:59.000,Y,100,21.905,10,11.9769,50,6.1285,50,18.9541,2023-01-19T00:00:00.000,Qualified Group Teacher Not designated to cover for Education Director. Permittee failed to Notify Department of separation from service of Education Director,CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,CRITICAL,47.13(c)(1)
POLIS,GUIDEPOST MONTESSORI AT MUSEUM MILE,12,EAST   79 STREET,MANHATTAN,10075,917-388-1710,,1900-01-01T00:00:00.000,Active,3 YEARS - 5 YEARS,0,DC37702,PRESCHOOL,SBCC,School Based Child Care,1041889,polis.school,,,50,45.1817,0,8.0094,0,23.3017,50,35.2291,2022-09-30T00:00:00.000,Adequately stocked first aid kit Not provided or maintained at the time of inspection.,CORRECTED,Initial Annual Inspection - Reinspection Required,CRITICAL,43.21(c)
"UNITED FEDERATION OF BLACK COMMUNITY ORGANIZATION, INC.","UNITED FEDERATION OF BLACK COMMUNITY ORGANIZATION,INC.",474,WEST 159 STREET,MANHATTAN,10032,212-281-1959,4241,2024-11-14T00:00:00.000,Permitted,,124,DC1321,PRESCHOOL,GDC,Child Care - Pre School,1062503,,2004-07-16T00:00:00.000,N,20,21.905,6,11.9769,0,6.1285,20,18.9541,2022-12-19T00:00:00.000,At time of inspection floors/walls ceilings were observed Not maintained; in disrepair or covered in a toxic finish.,CORRECTED,Initial Annual Inspection - Reinspection Not Required,GENERAL,47.41(j)
FRIENDS OF CROWN HEIGHT EDUCATIONAL CENTERS,"FRIENDS OF CROWN HEIGHT EDUCATIONAL CENTERS, INC.",3732,10TH AVENUE,MANHATTAN,10034,212-567-5655,26538,2022-10-25T00:00:00.000,Expired-In Renewal,2 YEARS - 5 YEARS,64,DC24718,PRESCHOOL,GDC,Child Care - Pre School,1080030,fochdaycare.org,2012-10-25T00:00:00.000,Y,33.3333,21.905,8,11.9769,16.6667,6.1285,33.3333,18.9541,2022-09-16T00:00:00.000,Uncleared staff observed having unsupervised contact with children. Current SCR clearance is over 2 years old. Documents Not available at time of inspection,CORRECTED,Initial Annual Inspection - Reinspection Required; Program closed,PUBLIC HEALTH HAZARD,47.19(c)(2)
FRIENDS OF CROWN HEIGHT EDUCATIONAL CENTERS,"FRIENDS OF CROWN HEIGHT EDUCATIONAL CENTERS, INC.",3732,10TH AVENUE,MANHATTAN,10034,212-567-5655,26538,2022-10-25T00:00:00.000,Expired-In Renewal,2 YEARS - 5 YEARS,64,DC24718,PRESCHOOL,GDC,Child Care - Pre School,1080030,fochdaycare.org,2012-10-25T00:00:00.000,Y,33.3333,21.905,8,11.9769,16.6667,6.1285,33.3333,18.9541,2022-09-16T00:00:00.000,Uncleared staff observed having unsupervised contact with children. Current SCR clearance is over 2 years old. Documents Not available at time of inspection,CORRECTED,Initial Annual Inspection - Reinspection Required; Program closed,PUBLIC HEALTH HAZARD,47.19(c)(2)
FRIENDS OF CROWN HEIGHT EDUCATIONAL CENTERS,"FRIENDS OF CROWN HEIGHT EDUCATIONAL CENTERS, INC.",3732,10TH AVENUE,MANHATTAN,10034,212-567-5655,26538,2022-10-25T00:00:00.000,Expired-In Renewal,2 YEARS - 5 YEARS,64,DC24718,PRESCHOOL,GDC,Child Care - Pre School,1080030,fochdaycare.org,2012-10-25T00:00:00.000,Y,33.3333,21.905,8,11.9769,16.6667,6.1285,33.3333,18.9541,2022-09-16T00:00:00.000,Uncleared staff observed having unsupervised contact with children. Current SCR clearance is over 2 years old. Documents Not available at time of inspection,CORRECTED,Initial Annual Inspection - Reinspection Required; Program closed,PUBLIC HEALTH HAZARD,47.19(c)(2)
GARDEN HOUSE SCHOOL OF NEW YORK,GARDEN HOUSE SCHOOL OF NEW YORK,37,EAST 63RD STREET,MANHATTAN,10065,212-421-5095,8375,2023-09-09T00:00:00.000,Permitted,2 YEARS - 5 YEARS,105,DC21091,PRESCHOOL,GDC,Child Care - Pre School,1041032,www.gardenhouseschool.org,2011-09-08T00:00:00.000,Y,50,21.905,34,11.9769,0,6.1285,50,18.9541,2022-02-01T00:00:00.000,Refrigeration units provided with thermometers; thermometers calibrated to (+)(-) 2 degree F accuracy; properly placed in warmest spot of unit,CORRECTED,Initial Annual Inspection - Reinspection Not Required,GENERAL,81.18(a)(3)
HENRY STREET SETTLEMENT,Henry Street Settlement,301,HENRY STREET,MANHATTAN,10002,212-254-3100,2283,2024-05-09T00:00:00.000,Permitted,2 YEARS - 5 YEARS,111,DC3056,PRESCHOOL,GDC,Child Care - Pre School,1003737,www.henrystreet.org,2003-05-22T00:00:00.000,N,0,21.905,3,11.9769,0,6.1285,0,18.9541,2021-09-23T00:00:00.000,Commercial building regularly cleaned; kept clean and in good repair; kept free of overcrowding.,CORRECTED,Initial Annual Inspection - Reinspection Not Required,GENERAL,131.09(g)
THE CHILDREN'S AID SOCIETY,THE CHILDREN'S AID SOCIETY,93,NAGLE AVENUE,MANHATTAN,10040,212-544-0221,26597,2022-10-26T00:00:00.000,Expired-In Renewal,2 YEARS - 5 YEARS,98,DC22133,PRESCHOOL,GDC,Child Care - Pre School,1064149,www.childrensadisociety.org,2012-10-26T00:00:00.000,Y,33.3333,21.905,10,11.9769,0,6.1285,33.3333,18.9541,2022-10-18T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Monitoring Inspection Non-Routine - Passed inspection with no violations,,
THE BROWNSTONE SCHOOL AND DAY CARE CENTER,THE BROWNSTONE SCHOOL AND DAY CARE CENTER,128,WEST 80 STREET,MANHATTAN,10024,212-874-1341,4323,2024-04-26T00:00:00.000,Permitted,2 YEARS - 5 YEARS,84,DC2587,PRESCHOOL,GDC,Child Care - Pre School,1031775,,2004-01-26T00:00:00.000,N,16.6667,21.905,14,11.9769,0,6.1285,16.6667,18.9541,2021-09-21T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
YESHIVATH RABBI SAMSON RAPHAEL HIRSCH,YESHIVATH RABBI SAMSON RAPHAEL HIRSCH,85-93,BENNETT AVENUE,MANHATTAN,10033,212-568-6200,,2115-01-23T00:00:00.000,Active,3 YEARS - 5 YEARS,0,DC32633,PRESCHOOL,SBCC,School Based Child Care,1081887,,,,50,45.1817,1,8.0094,50,23.3017,50,35.2291,2020-09-11T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Monitoring Inspection Non-Routine - Passed inspection with no violations,,
Eisman Day Nursery,SCAN-HARBOR INC.,1794,FIRST AVENUE,MANHATTAN,10128,212-876-9200,7907,2022-09-06T00:00:00.000,Expired-In Renewal,2 YEARS - 5 YEARS,60,DC18838,PRESCHOOL,GDC,Child Care - Pre School,1076333,www.scanny.org,2008-09-05T00:00:00.000,Y,66.6667,21.905,6,11.9769,50,6.1285,50,18.9541,2022-02-28T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Compliance Inspection of Open Violations - Previously cited violations corrected,,
GUIDEPOST MONTESSORI AT COLUMBUS SQUARE,HGE FIC F LLC,775,COLUMBUS AVE,MANHATTAN,10025,551-333-1337,105788,2024-08-16T00:00:00.000,Permitted,0 YEARS - 2 YEARS,18,DC37574,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,1088481,https://polis.school,2022-08-16T14:50:18.000,Y,50,17.4391,7,8.4034,0,4.9984,50,15.3835,2023-04-04T00:00:00.000,Child care service teaching staff acting as assistant teachers do Not meet age and educational requirements.,OPEN,Initial Annual Inspection - Reinspection Required; Fines pending,GENERAL,47.13(f)
FRANKLIN PLAZA EARLY CHILDHOOD CENTER,"UNION SETTLEMENT ASSOCIATION, INC.",2081,SECOND AVENUE,MANHATTAN,10029,212-828-6052,7460,2023-09-26T00:00:00.000,Permitted,2 YEARS - 5 YEARS,60,DC14452,PRESCHOOL,GDC,Child Care - Pre School,1080693,www.unionsettlement.org,2005-09-26T00:00:00.000,N,20,21.905,7,11.9769,20,6.1285,20,18.9541,2022-11-16T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Monitoring Inspection Non-Routine - Passed inspection with no violations,,
LEMAN MANHATTAN PREPARATORY SCHOOL LLC,LEMAN MANHATTAN PREPARATORY SCHOOL LLC,41,BROAD STREET,MANHATTAN,10004,212-232-0266,105261,2022-10-28T00:00:00.000,Expired-In Renewal,,36,DC38970,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,1000823,Lemanmanhattan.org,2020-10-28T16:11:54.000,Y,33.3333,17.4391,2,8.4034,0,4.9984,33.3333,15.3835,2021-04-16T00:00:00.000,All lighting fixtures over by or within food storage preparation service or display are provided with suitable guards,CORRECTED,Initial Annual Inspection - Reinspection Required,CRITICAL,81.19(b)
KINDERCARE EDUCATION AT WORK  LLC,KINDERCARE EDUCATION AT WORK  LLC,311,Greenwich  Street,MANHATTAN,10013,212-962-1316,104383,2024-04-17T00:00:00.000,Permitted,2 YEARS - 5 YEARS,80,DC36401,PRESCHOOL,GDC,Child Care - Pre School,1075706,,2018-04-17T15:47:59.000,Y,28.5714,21.905,8,11.9769,0,6.1285,28.5714,18.9541,2021-03-09T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Monitoring Inspection Non-Routine - Passed inspection with no violations,,
THE LEARNING EXPERIENCE,HK Childcare LLC,572,11TH AVE,MANHATTAN,10036,646-590-2511,105747,2024-07-20T00:00:00.000,Permitted,2 YEARS - 5 YEARS,96,DC40704,PRESCHOOL,GDC,Child Care - Pre School,1090460,www.thelearningexperience.com,2022-07-20T11:13:10.000,Y,,,2,11.9769,,,,,,,,,,
BRIGHT HORIZONS CHILDREN'S CENTER,BRIGHT HORIZONS CHILDREN'S CENTER INC.,888,MAIN STREET,MANHATTAN,10044,212-750-5301,7648,2024-10-03T00:00:00.000,Permitted,2 YEARS - 5 YEARS,32,DC14950,PRESCHOOL,GDC,Child Care - Pre School,1086085,www.brighthorizons.com/octagon,2006-09-28T00:00:00.000,Y,60,21.905,4,11.9769,40,6.1285,40,18.9541,2022-06-15T00:00:00.000,Fire extinguishers observed Not to be inspected or maintained at time of inspection.,CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,CRITICAL,47.59(b)
ADAPT COMMUNITY NETWORK WEST END PROGRAM,"UNITED CEREBRAL PALSY OF NEW YORK CITY, INC.",80,WEST END AVENUE,MANHATTAN,10023,646-740-2525,96377,2023-09-03T00:00:00.000,Permitted,2 YEARS - 5 YEARS,275,DC32276,PRESCHOOL,GDC,Child Care - Pre School,1030337,www.ucpnyc.org,2015-09-03T00:00:00.000,Y,25,21.905,67,11.9769,0,6.1285,25,18.9541,2022-11-16T00:00:00.000,At time of inspection it was determined that child care service failed to ensure staff received required training within time frames and/or failed to maintain training records.,CORRECTED,Initial Annual Inspection - Reinspection Not Required,CRITICAL,47.37(b)(1)
ADAPT COMMUNITY NETWORK WEST END PROGRAM,"UNITED CEREBRAL PALSY OF NEW YORK CITY, INC.",80,WEST END AVENUE,MANHATTAN,10023,646-740-2525,96377,2023-09-03T00:00:00.000,Permitted,2 YEARS - 5 YEARS,275,DC32276,PRESCHOOL,GDC,Child Care - Pre School,1030337,www.ucpnyc.org,2015-09-03T00:00:00.000,Y,25,21.905,67,11.9769,0,6.1285,25,18.9541,2022-11-16T00:00:00.000,At time of inspection it was determined that child care service failed to ensure staff received required training within time frames and/or failed to maintain training records.,CORRECTED,Initial Annual Inspection - Reinspection Not Required,CRITICAL,47.37(b)(1)
Eastside Day School LLC,"Gymtime / Rhythm & Glues, Inc.",1520,YORK AVENUE,MANHATTAN,10028,212-734-1000,103853,2024-11-10T00:00:00.000,Permitted,0 YEARS - 2 YEARS,28,DC34606,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,1050869,eastsidedayschool.com,2016-11-10T18:40:49.000,Y,0,17.4391,11,8.4034,0,4.9984,0,15.3835,2023-01-17T00:00:00.000,"Plumbing and plumbing fixtures Not properly connected, vented, drained; Not installed and maintained in commercial building",CORRECTED,Initial Annual Inspection - Reinspection Not Required,GENERAL,131.09(c)
SOCIETY OF THIRD STREET MUSIC SCHOOL SETTLEMENT,SOCIETY OF THIRD STREET MUSIC SCHOOL SETTLEMENT,235,EAST 11 STREET,MANHATTAN,10003,212-777-3240,5050,2022-08-29T00:00:00.000,Expired-In Renewal,2 YEARS - 5 YEARS,67,DC2424,PRESCHOOL,GDC,Child Care - Pre School,1006849,www.thirdstreetmusicschool.org,2004-02-11T00:00:00.000,N,0,21.905,12,11.9769,0,6.1285,0,18.9541,2021-03-09T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
"T.R. LITTLE PEOPLE, LTD.","T.R. LITTLE PEOPLE, LTD.",129,EAST 90 STREET,MANHATTAN,10128,212-860-8118,6724,2023-05-09T00:00:00.000,Permitted,0 YEARS - 2 YEARS,27,DC1388,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,1048252,www.thehouseoflittlepeople.org,2005-04-12T00:00:00.000,N,40,17.4391,7,8.4034,20,4.9984,40,15.3835,2021-01-27T00:00:00.000,Potentially hazardous food is maintained at required temperatures except for necessary preparation; below 41 degree F or above 140 degree F; except for immediate service eggs 45 degree F processed fish 38 degree F unless properly salted or time monitored.,CORRECTED,Initial Annual Inspection - Reinspection Required,PUBLIC HEALTH HAZARD,81.09(a)
"HAMILTON - MADISON HOUSE, INC.","HAMILTON - MADISON HOUSE, INC.",253,SOUTH STREET,MANHATTAN,10002,212-406-7570,7404,2023-07-12T00:00:00.000,Permitted,2 YEARS - 5 YEARS,52,DC14416,PRESCHOOL,GDC,Child Care - Pre School,1085945,www.hmhonline.org,2005-07-12T00:00:00.000,Y,0,21.905,7,11.9769,0,6.1285,0,18.9541,2021-03-25T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
"GRAND STREET SETTLEMENT, INC.","GRAND STREET SETTLEMENT, INC.",294,DELANCEY STREET,MANHATTAN,10002,212-777-0656,2129,2024-11-01T00:00:00.000,Permitted,2 YEARS - 5 YEARS,77,DC1249,PRESCHOOL,GDC,Child Care - Pre School,1078038,wwwgrandsettlement.org,2004-10-30T00:00:00.000,N,50,21.905,7,11.9769,33.3333,6.1285,50,18.9541,2021-09-09T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
BRIGHT HORIZONS CHILDREN'S CENTERS LLC,BRIGHT HORIZONS CHILDREN'S CENTERS LLC,745,7TH AVENUE,MANHATTAN,10019,212-526-1724,104126,2023-07-03T00:00:00.000,Permitted,0 YEARS - 2 YEARS,16,DC33457,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,1084667,www.brighthorizons.com/barclay,2017-07-03T16:32:25.000,Y,0,17.4391,2,8.4034,0,4.9984,0,15.3835,2022-04-21T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
ECFS,ETHICAL CULTURE,33,CENTRAL PARK WEST,MANHATTAN,10023,718-329-7590,,1900-01-01T00:00:00.000,Active,3 YEARS - 5 YEARS,0,DC37621,PRESCHOOL,SBCC,School Based Child Care,1084533,www.ecfs.org,,,100,45.1817,1,8.0094,50,23.3017,100,35.2291,2022-11-14T00:00:00.000,Separate room/compartment provided for coats; coats able to hang without touching other coats,CORRECTED,Initial Annual Inspection - Reinspection Required,GENERAL,45.11(e)
EAST HARLEM COUNCIL FOR HUMAN SERVICES INC.,EAST HARLEM COUNCIL FOR HUMAN SERVICES INC.,30,EAST 111 STREET,MANHATTAN,10029,212-860-7201,6385,2023-01-24T00:00:00.000,Expired-In Renewal,2 YEARS - 5 YEARS,87,DC11067,PRESCHOOL,GDC,Child Care - Pre School,1085254,,2005-01-21T00:00:00.000,N,0,21.905,10,11.9769,0,6.1285,0,18.9541,2022-03-08T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
BROADWAY HOUSING COMMUNITIES INC.,BROADWAY HOUSING COMMUNITIES,898,Saint Nicholas Ave,MANHATTAN,10032,212-862-7155,73017,2020-09-05T00:00:00.000,Expired-In Renewal,2 YEARS - 5 YEARS,120,DC24954,PRESCHOOL,GDC,Child Care - Pre School,1089726,bhc.org,2014-09-05T00:00:00.000,Y,25,21.905,3,11.9769,25,6.1285,0,18.9541,2022-05-05T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection; Violations corrected at time of inspection,,
GARDEN HOUSE SCHOOL OF NEW YORK,GARDEN HOUSE SCHOOL OF NEW YORK,40,SUTTON PLACE,MANHATTAN,10022,212-421-3282,6763,2024-01-25T00:00:00.000,Permitted,2 YEARS - 5 YEARS,60,DC2286,PRESCHOOL,GDC,Child Care - Pre School,1040645,www.gardenhouseschool.org,2004-01-23T00:00:00.000,N,0,21.905,17,11.9769,0,6.1285,0,18.9541,2023-04-20T00:00:00.000,"Plumbing and plumbing fixtures Not properly connected, vented, drained; Not installed and maintained in commercial building",CORRECTED,Initial Annual Inspection - Reinspection Not Required,GENERAL,131.09(c)
THE SHUANG WEN ACADEMY NETWORK (SWAN),THE SHUANG WEN ACADEMY NETWORK (SWAN),90-92,Bowery  Street,MANHATTAN,10013,646-998-5786,103939,2023-02-07T00:00:00.000,Expired-In Renewal,2 YEARS - 5 YEARS,47,DC33979,PRESCHOOL,GDC,Child Care - Pre School,1003136,www.swan-nyc.org,2017-02-07T17:03:36.000,Y,33.3333,21.905,11,11.9769,0,6.1285,33.3333,18.9541,2023-01-27T00:00:00.000,Child care service staff identified/acting as group teachers do Not meet the required qualifications of the position.,OPEN,Initial Annual Inspection - Reinspection Required; Fines pending,GENERAL,47.13(d)
ELEMENTS NURSERY,INDUS WORLD INC.,99,SUFFOLK STREET,MANHATTAN,10002,212-982-4444,91420,2023-06-26T00:00:00.000,Permitted,2 YEARS - 5 YEARS,40,DC32620,PRESCHOOL,GDC,Child Care - Pre School,1086285,www.elementspreschool.com,2015-06-26T00:00:00.000,Y,0,21.905,4,11.9769,0,6.1285,0,18.9541,2023-03-09T00:00:00.000,At time of inspection it was determined that child care service allows staff to perform their duties that are Not healthy or are incapable of carrying out their duties. Staff medical clearances are Not maintained by child care service.,CORRECTED,,GENERAL,47.33(b)
NEW YORK KIDS CLUB,"67TH STREET CLUB, LLC",219,EAST 67TH STREET,MANHATTAN,10065,212-991-6700,63837,2024-05-08T00:00:00.000,Permitted,2 YEARS - 5 YEARS,19,DC22781,PRESCHOOL,GDC,Child Care - Pre School,1087271,www.nykidsclub.com,2014-05-08T00:00:00.000,Y,0,21.905,8,11.9769,0,6.1285,0,18.9541,2023-02-15T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Initial Annual Inspection - Passed inspection with no violations,,
SUNSHINE LC OF 3RD AVE LLC,SUNSHINE LC OF 3RD AVE LLC,2205,THIRD AVENUE,MANHATTAN,10035,646-757-3168,91438,2023-06-26T00:00:00.000,Permitted,0 YEARS - 2 YEARS,55,DC24675,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,1088601,www.sunshinenewyork.com,2015-06-26T00:00:00.000,Y,0,17.4391,28,8.4034,0,4.9984,0,15.3835,2022-02-01T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,N/A,Monitoring Inspection Non-Routine - Passed inspection with no violations,,
